,origin,destination,path,service_ids,first_service_mode,last_service_mode,first_service,first_service_departure,service_capacities,service_capacity,total_transport_cost,transshipment_cost,transshipment_time,storage_time,storage_cost,total_cost,last_service_arrival,Transshipment Terminal(s),Loading_cost_at_origin,Unloading_cost_at_destination
247,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge33, Barge48",Barge,Barge,Barge33,51,"160, 160",160,16.30475,6.0,1,11.5,11.5,33.80475,,Moerdijk,3.0,3.0
248,Euromax,Duisburg,Euromax to Moerdijk -> Moerdijk to Duisburg,"Barge33, Train28",Barge,Train,Barge33,51,"160, 90",90,47.03835,21.0,1,17.5,17.5,85.53835000000001,,Moerdijk,3.0,18.0
249,Euromax,Duisburg,Euromax to Duisburg,Barge37,Barge,Barge,Barge37,103,160,160,15.37305,0.0,0,0.0,0.0,15.37305,,0,3.0,3.0
250,Euromax,Duisburg,Euromax to Duisburg,Train19,Train,Train,Train19,75,90,90,68.11025,0.0,0,0.0,0.0,68.11025,,0,18.0,18.0
251,Euromax,Duisburg,Euromax to Duisburg,Train20,Train,Train,Train20,99,90,90,68.11025,0.0,0,0.0,0.0,68.11025,,0,18.0,18.0
252,Euromax,Willebroek,Euromax to Willebroek,Barge38,Barge,Barge,Barge38,112,160,160,10.71455,0.0,0,0.0,0.0,10.71455,,0,3.0,3.0
253,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Barge47, Train29",Barge,Train,Barge32,3,"160, 160, 90",90,30.159100000000002,27.0,2,87.5,87.5,144.6591,,"Moerdijk,Venlo",3.0,18.0
254,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Barge48, Barge49",Barge,Barge,Barge32,3,"160, 160, 160",160,18.634,12.0,2,93.5,93.5,124.134,,"Moerdijk,Duisburg",3.0,3.0
255,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge32, Train27, Train29",Barge,Train,Barge32,3,"160, 90, 90",90,52.2776,57.0,2,94.5,94.5,203.7776,,"Moerdijk,Venlo",3.0,18.0
256,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge32, Train28, Barge49",Barge,Barge,Barge32,3,"160, 90, 160",90,49.3676,42.0,2,101.5,101.5,192.8676,,"Moerdijk,Duisburg",3.0,3.0
257,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Barge47, Train29",Barge,Train,Barge33,51,"160, 160, 90",90,30.159100000000002,27.0,2,39.5,39.5,96.6591,,"Moerdijk,Venlo",3.0,18.0
258,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Barge48, Barge49",Barge,Barge,Barge33,51,"160, 160, 160",160,18.634,12.0,2,45.5,45.5,76.134,,"Moerdijk,Duisburg",3.0,3.0
259,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge33, Train27, Train29",Barge,Train,Barge33,51,"160, 90, 90",90,52.2776,57.0,2,46.5,46.5,155.7776,,"Moerdijk,Venlo",3.0,18.0
260,Euromax,Neuss,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge33, Train28, Barge49",Barge,Barge,Barge33,51,"160, 90, 160",90,49.3676,42.0,2,53.5,53.5,144.8676,,"Moerdijk,Duisburg",3.0,3.0
261,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Barge35, Train29",Barge,Train,Barge35,27,"160, 90",90,28.2957,21.0,1,68.5,68.5,117.7957,,Venlo,3.0,18.0
262,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Barge36, Train29",Barge,Train,Barge36,75,"160, 90",90,28.2957,21.0,1,20.5,20.5,69.7957,,Venlo,3.0,18.0
263,Euromax,Neuss,Euromax to Neuss,Barge39,Barge,Barge,Barge39,66,160,160,16.30475,0.0,0,0.0,0.0,16.30475,,0,3.0,3.0
264,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Train17, Train29",Train,Train,Train17,78,"90, 90",90,62.871,36.0,1,26.5,26.5,125.37100000000001,,Venlo,18.0,18.0
265,Euromax,Neuss,Euromax to Venlo -> Venlo to Neuss,"Train18, Train29",Train,Train,Train18,102,"90, 90",90,62.871,36.0,1,2.5,2.5,101.37100000000001,,Venlo,18.0,18.0
266,Euromax,Neuss,Euromax to Duisburg -> Duisburg to Neuss,"Train19, Barge49",Train,Barge,Train19,75,"90, 160",90,70.4395,21.0,1,35.5,35.5,126.9395,,Duisburg,18.0,3.0
267,Euromax,Neuss,Euromax to Duisburg -> Duisburg to Neuss,"Train20, Barge49",Train,Barge,Train20,99,"90, 160",90,70.4395,21.0,1,11.5,11.5,102.9395,,Duisburg,18.0,3.0
268,Euromax,Neuss,Euromax to Neuss,Train21,Train,Train,Train21,77,90,90,57.63175,0.0,0,0.0,0.0,57.63175,,0,18.0,18.0
269,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge32, Barge47, Train30",Barge,Train,Barge32,3,"160, 160, 90",90,40.6376,27.0,2,88.5,88.5,156.1376,,"Moerdijk,Venlo",3.0,18.0
270,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge32, Barge48, Train32",Barge,Train,Barge32,3,"160, 160, 90",90,32.0225,27.0,2,94.5,94.5,153.5225,,"Moerdijk,Duisburg",3.0,18.0
271,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge32, Train27, Train30",Barge,Train,Barge32,3,"160, 90, 90",90,62.756099999999996,57.0,2,95.5,95.5,215.2561,,"Moerdijk,Venlo",3.0,18.0
272,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge32, Train28, Train32",Barge,Train,Barge32,3,"160, 90, 90",90,62.7561,57.0,2,102.5,102.5,222.2561,,"Moerdijk,Duisburg",3.0,18.0
273,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge33, Barge47, Train30",Barge,Train,Barge33,51,"160, 160, 90",90,40.6376,27.0,2,40.5,40.5,108.13759999999999,,"Moerdijk,Venlo",3.0,18.0
274,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge33, Barge48, Train32",Barge,Train,Barge33,51,"160, 160, 90",90,32.0225,27.0,2,46.5,46.5,105.52250000000001,,"Moerdijk,Duisburg",3.0,18.0
275,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge33, Train27, Train30",Barge,Train,Barge33,51,"160, 90, 90",90,62.756099999999996,57.0,2,47.5,47.5,167.2561,,"Moerdijk,Venlo",3.0,18.0
276,Euromax,Dortmund,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge33, Train28, Train32",Barge,Train,Barge33,51,"160, 90, 90",90,62.7561,57.0,2,54.5,54.5,174.2561,,"Moerdijk,Duisburg",3.0,18.0
277,Euromax,Dortmund,Euromax to Venlo -> Venlo to Dortmund,"Barge35, Train30",Barge,Train,Barge35,27,"160, 90",90,38.7742,21.0,1,69.5,69.5,129.2742,,Venlo,3.0,18.0
278,Euromax,Dortmund,Euromax to Venlo -> Venlo to Dortmund,"Barge36, Train30",Barge,Train,Barge36,75,"160, 90",90,38.7742,21.0,1,21.5,21.5,81.27420000000001,,Venlo,3.0,18.0
279,Euromax,Dortmund,Euromax to Venlo -> Venlo to Dortmund,"Train17, Train30",Train,Train,Train17,78,"90, 90",90,73.3495,36.0,1,27.5,27.5,136.8495,,Venlo,18.0,18.0
280,Euromax,Dortmund,Euromax to Venlo -> Venlo to Dortmund,"Train18, Train30",Train,Train,Train18,102,"90, 90",90,73.3495,36.0,1,3.5,3.5,112.8495,,Venlo,18.0,18.0
281,Euromax,Dortmund,Euromax to Duisburg -> Duisburg to Dortmund,"Train19, Train32",Train,Train,Train19,75,"90, 90",90,83.82799999999999,36.0,1,36.5,36.5,156.32799999999997,,Duisburg,18.0,18.0
282,Euromax,Dortmund,Euromax to Duisburg -> Duisburg to Dortmund,"Train20, Train32",Train,Train,Train20,99,"90, 90",90,83.82799999999999,36.0,1,12.5,12.5,132.32799999999997,,Duisburg,18.0,18.0
283,Euromax,Dortmund,Euromax to Dortmund,Train22,Train,Train,Train22,78,90,90,78.58875,0.0,0,0.0,0.0,78.58875,,0,18.0,18.0
284,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge32, Barge47, Train31",Barge,Train,Barge32,3,"160, 160, 90",90,129.70485,27.0,2,89.5,89.5,246.20485,,"Moerdijk,Venlo",3.0,18.0
285,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge32, Barge48, Train33",Barge,Train,Barge32,3,"160, 160, 90",90,121.08975,27.0,2,95.5,95.5,243.58974999999998,,"Moerdijk,Duisburg",3.0,18.0
286,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge32, Train27, Train31",Barge,Train,Barge32,3,"160, 90, 90",90,151.82335,57.0,2,96.5,96.5,305.32335,,"Moerdijk,Venlo",3.0,18.0
287,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge32, Train28, Train33",Barge,Train,Barge32,3,"160, 90, 90",90,151.82335,57.0,2,103.5,103.5,312.32335,,"Moerdijk,Duisburg",3.0,18.0
288,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge33, Barge47, Train31",Barge,Train,Barge33,51,"160, 160, 90",90,129.70485,27.0,2,41.5,41.5,198.20485,,"Moerdijk,Venlo",3.0,18.0
289,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge33, Barge48, Train33",Barge,Train,Barge33,51,"160, 160, 90",90,121.08975,27.0,2,47.5,47.5,195.58974999999998,,"Moerdijk,Duisburg",3.0,18.0
290,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge33, Train27, Train31",Barge,Train,Barge33,51,"160, 90, 90",90,151.82335,57.0,2,48.5,48.5,257.32335,,"Moerdijk,Venlo",3.0,18.0
291,Euromax,Nuremberg,Euromax to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge33, Train28, Train33",Barge,Train,Barge33,51,"160, 90, 90",90,151.82335,57.0,2,55.5,55.5,264.32335,,"Moerdijk,Duisburg",3.0,18.0
292,Euromax,Nuremberg,Euromax to Venlo -> Venlo to Nuremberg,"Barge35, Train31",Barge,Train,Barge35,27,"160, 90",90,127.84145,21.0,1,70.5,70.5,219.34145,,Venlo,3.0,18.0
293,Euromax,Nuremberg,Euromax to Venlo -> Venlo to Nuremberg,"Barge36, Train31",Barge,Train,Barge36,75,"160, 90",90,127.84145,21.0,1,22.5,22.5,171.34145,,Venlo,3.0,18.0
294,Euromax,Nuremberg,Euromax to Venlo -> Venlo to Nuremberg,"Train17, Train31",Train,Train,Train17,78,"90, 90",90,162.41674999999998,36.0,1,28.5,28.5,226.91674999999998,,Venlo,18.0,18.0
295,Euromax,Nuremberg,Euromax to Venlo -> Venlo to Nuremberg,"Train18, Train31",Train,Train,Train18,102,"90, 90",90,162.41674999999998,36.0,1,4.5,4.5,202.91674999999998,,Venlo,18.0,18.0
296,Euromax,Nuremberg,Euromax to Duisburg -> Duisburg to Nuremberg,"Train19, Train33",Train,Train,Train19,75,"90, 90",90,172.89524999999998,36.0,1,37.5,37.5,246.39524999999998,,Duisburg,18.0,18.0
297,Euromax,Nuremberg,Euromax to Duisburg -> Duisburg to Nuremberg,"Train20, Train33",Train,Train,Train20,99,"90, 90",90,172.89524999999998,36.0,1,13.5,13.5,222.39524999999998,,Duisburg,18.0,18.0
298,Euromax,Nuremberg,Euromax to Nuremberg,Train23,Train,Train,Train23,79,90,90,162.41675,0.0,0,0.0,0.0,162.41675,,0,18.0,18.0
299,HOME,Moerdijk,HOME to Moerdijk,Barge40,Barge,Barge,Barge40,5,160,160,2.7951,0.0,0,0.0,0.0,2.7951,,0,3.0,3.0
300,HOME,Moerdijk,HOME to Moerdijk,Barge41,Barge,Barge,Barge41,53,160,160,2.7951,0.0,0,0.0,0.0,2.7951,,0,3.0,3.0
301,HOME,Moerdijk,HOME to Moerdijk,Barge42,Barge,Barge,Barge42,101,160,160,2.7951,0.0,0,0.0,0.0,2.7951,,0,3.0,3.0
302,HOME,Venlo,HOME to Moerdijk -> Moerdijk to Venlo,"Barge40, Barge47",Barge,Barge,Barge40,5,"160, 160",160,12.1121,6.0,1,84.0,84.0,102.1121,,Moerdijk,3.0,3.0
303,HOME,Venlo,HOME to Moerdijk -> Moerdijk to Venlo,"Barge40, Train27",Barge,Train,Barge40,5,"160, 90",90,34.2306,21.0,1,64.0,64.0,119.23060000000001,,Moerdijk,3.0,18.0
304,HOME,Venlo,HOME to Moerdijk -> Moerdijk to Venlo,"Barge41, Barge47",Barge,Barge,Barge41,53,"160, 160",160,12.1121,6.0,1,36.0,36.0,54.1121,,Moerdijk,3.0,3.0
305,HOME,Venlo,HOME to Moerdijk -> Moerdijk to Venlo,"Barge41, Train27",Barge,Train,Barge41,53,"160, 90",90,34.2306,21.0,1,16.0,16.0,71.23060000000001,,Moerdijk,3.0,18.0
306,HOME,Venlo,HOME to Venlo,Barge43,Barge,Barge,Barge43,99,160,160,10.2487,0.0,0,0.0,0.0,10.2487,,0,3.0,3.0
307,HOME,Venlo,HOME to Venlo,Barge44,Barge,Barge,Barge44,126,160,160,10.2487,0.0,0,0.0,0.0,10.2487,,0,3.0,3.0
308,HOME,Venlo,HOME to Venlo,Train24,Train,Train,Train24,86,90,90,36.67475,0.0,0,0.0,0.0,36.67475,,0,18.0,18.0
309,HOME,Duisburg,HOME to Moerdijk -> Moerdijk to Duisburg,"Barge40, Barge48",Barge,Barge,Barge40,5,"160, 160",160,13.9755,6.0,1,60.0,60.0,79.9755,,Moerdijk,3.0,3.0
310,HOME,Duisburg,HOME to Moerdijk -> Moerdijk to Duisburg,"Barge40, Train28",Barge,Train,Barge40,5,"160, 90",90,44.7091,21.0,1,66.0,66.0,131.7091,,Moerdijk,3.0,18.0
311,HOME,Duisburg,HOME to Moerdijk -> Moerdijk to Duisburg,"Barge41, Barge48",Barge,Barge,Barge41,53,"160, 160",160,13.9755,6.0,1,12.0,12.0,31.9755,,Moerdijk,3.0,3.0
312,HOME,Duisburg,HOME to Moerdijk -> Moerdijk to Duisburg,"Barge41, Train28",Barge,Train,Barge41,53,"160, 90",90,44.7091,21.0,1,18.0,18.0,83.7091,,Moerdijk,3.0,18.0
313,HOME,Duisburg,HOME to Duisburg,Barge45,Barge,Barge,Barge45,51,160,160,14.44135,0.0,0,0.0,0.0,14.44135,,0,3.0,3.0
314,HOME,Duisburg,HOME to Duisburg,Train25,Train,Train,Train25,27,90,90,57.63175,0.0,0,0.0,0.0,57.63175,,0,18.0,18.0
315,HOME,Duisburg,HOME to Duisburg,Train26,Train,Train,Train26,75,90,90,57.63175,0.0,0,0.0,0.0,57.63175,,0,18.0,18.0
316,HOME,Willebroek,HOME to Willebroek,Barge46,Barge,Barge,Barge46,20,160,160,9.78285,0.0,0,0.0,0.0,9.78285,,0,3.0,3.0
317,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge40, Barge47, Train29",Barge,Train,Barge40,5,"160, 160, 90",90,27.82985,27.0,2,88.0,88.0,142.82985,,"Moerdijk,Venlo",3.0,18.0
318,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge40, Barge48, Barge49",Barge,Barge,Barge40,5,"160, 160, 160",160,16.30475,12.0,2,94.0,94.0,122.30475,,"Moerdijk,Duisburg",3.0,3.0
319,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge40, Train27, Train29",Barge,Train,Barge40,5,"160, 90, 90",90,49.948350000000005,57.0,2,95.0,95.0,201.94835,,"Moerdijk,Venlo",3.0,18.0
320,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge40, Train28, Barge49",Barge,Barge,Barge40,5,"160, 90, 160",90,47.03835,42.0,2,102.0,102.0,191.03835,,"Moerdijk,Duisburg",3.0,3.0
321,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge41, Barge47, Train29",Barge,Train,Barge41,53,"160, 160, 90",90,27.82985,27.0,2,40.0,40.0,94.82985,,"Moerdijk,Venlo",3.0,18.0
322,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge41, Barge48, Barge49",Barge,Barge,Barge41,53,"160, 160, 160",160,16.30475,12.0,2,46.0,46.0,74.30475,,"Moerdijk,Duisburg",3.0,3.0
323,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Neuss,"Barge41, Train27, Train29",Barge,Train,Barge41,53,"160, 90, 90",90,49.948350000000005,57.0,2,47.0,47.0,153.94835,,"Moerdijk,Venlo",3.0,18.0
324,HOME,Neuss,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Neuss,"Barge41, Train28, Barge49",Barge,Barge,Barge41,53,"160, 90, 160",90,47.03835,42.0,2,54.0,54.0,143.03835,,"Moerdijk,Duisburg",3.0,3.0
325,HOME,Neuss,HOME to Duisburg -> Duisburg to Neuss,"Barge45, Barge49",Barge,Barge,Barge45,51,"160, 160",160,16.7706,6.0,1,50.5,50.5,73.2706,,Duisburg,3.0,3.0
326,HOME,Neuss,HOME to Venlo -> Venlo to Neuss,"Train24, Train29",Train,Train,Train24,86,"90, 90",90,52.392500000000005,36.0,1,19.5,19.5,107.89250000000001,,Venlo,18.0,18.0
327,HOME,Neuss,HOME to Duisburg -> Duisburg to Neuss,"Train25, Barge49",Train,Barge,Train25,27,"90, 160",90,59.961,21.0,1,84.5,84.5,165.461,,Duisburg,18.0,3.0
328,HOME,Neuss,HOME to Duisburg -> Duisburg to Neuss,"Train26, Barge49",Train,Barge,Train26,75,"90, 160",90,59.961,21.0,1,36.5,36.5,117.461,,Duisburg,18.0,3.0
329,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge40, Barge47, Train30",Barge,Train,Barge40,5,"160, 160, 90",90,38.30835,27.0,2,89.0,89.0,154.30835,,"Moerdijk,Venlo",3.0,18.0
330,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge40, Barge48, Train32",Barge,Train,Barge40,5,"160, 160, 90",90,29.69325,27.0,2,95.0,95.0,151.69325,,"Moerdijk,Duisburg",3.0,18.0
331,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge40, Train27, Train30",Barge,Train,Barge40,5,"160, 90, 90",90,60.42685,57.0,2,96.0,96.0,213.42685,,"Moerdijk,Venlo",3.0,18.0
332,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge40, Train28, Train32",Barge,Train,Barge40,5,"160, 90, 90",90,60.42685,57.0,2,103.0,103.0,220.42685,,"Moerdijk,Duisburg",3.0,18.0
333,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge41, Barge47, Train30",Barge,Train,Barge41,53,"160, 160, 90",90,38.30835,27.0,2,41.0,41.0,106.30834999999999,,"Moerdijk,Venlo",3.0,18.0
334,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge41, Barge48, Train32",Barge,Train,Barge41,53,"160, 160, 90",90,29.69325,27.0,2,47.0,47.0,103.69325,,"Moerdijk,Duisburg",3.0,18.0
335,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge41, Train27, Train30",Barge,Train,Barge41,53,"160, 90, 90",90,60.42685,57.0,2,48.0,48.0,165.42685,,"Moerdijk,Venlo",3.0,18.0
336,HOME,Dortmund,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge41, Train28, Train32",Barge,Train,Barge41,53,"160, 90, 90",90,60.42685,57.0,2,55.0,55.0,172.42685,,"Moerdijk,Duisburg",3.0,18.0
337,HOME,Dortmund,HOME to Duisburg -> Duisburg to Dortmund,"Barge45, Train32",Barge,Train,Barge45,51,"160, 90",90,30.159100000000002,21.0,1,51.5,51.5,102.6591,,Duisburg,3.0,18.0
338,HOME,Dortmund,HOME to Venlo -> Venlo to Dortmund,"Train24, Train30",Train,Train,Train24,86,"90, 90",90,62.871,36.0,1,20.5,20.5,119.37100000000001,,Venlo,18.0,18.0
339,HOME,Dortmund,HOME to Duisburg -> Duisburg to Dortmund,"Train25, Train32",Train,Train,Train25,27,"90, 90",90,73.34949999999999,36.0,1,85.5,85.5,194.84949999999998,,Duisburg,18.0,18.0
340,HOME,Dortmund,HOME to Duisburg -> Duisburg to Dortmund,"Train26, Train32",Train,Train,Train26,75,"90, 90",90,73.34949999999999,36.0,1,37.5,37.5,146.84949999999998,,Duisburg,18.0,18.0
341,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge40, Barge47, Train31",Barge,Train,Barge40,5,"160, 160, 90",90,127.37559999999999,27.0,2,90.0,90.0,244.3756,,"Moerdijk,Venlo",3.0,18.0
342,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge40, Barge48, Train33",Barge,Train,Barge40,5,"160, 160, 90",90,118.7605,27.0,2,96.0,96.0,241.76049999999998,,"Moerdijk,Duisburg",3.0,18.0
343,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge40, Train27, Train31",Barge,Train,Barge40,5,"160, 90, 90",90,149.4941,57.0,2,97.0,97.0,303.4941,,"Moerdijk,Venlo",3.0,18.0
344,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge40, Train28, Train33",Barge,Train,Barge40,5,"160, 90, 90",90,149.4941,57.0,2,104.0,104.0,310.4941,,"Moerdijk,Duisburg",3.0,18.0
345,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge41, Barge47, Train31",Barge,Train,Barge41,53,"160, 160, 90",90,127.37559999999999,27.0,2,42.0,42.0,196.3756,,"Moerdijk,Venlo",3.0,18.0
346,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge41, Barge48, Train33",Barge,Train,Barge41,53,"160, 160, 90",90,118.7605,27.0,2,48.0,48.0,193.76049999999998,,"Moerdijk,Duisburg",3.0,18.0
347,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Venlo -> Venlo to Nuremberg,"Barge41, Train27, Train31",Barge,Train,Barge41,53,"160, 90, 90",90,149.4941,57.0,2,49.0,49.0,255.4941,,"Moerdijk,Venlo",3.0,18.0
348,HOME,Nuremberg,HOME to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge41, Train28, Train33",Barge,Train,Barge41,53,"160, 90, 90",90,149.4941,57.0,2,56.0,56.0,262.4941,,"Moerdijk,Duisburg",3.0,18.0
349,HOME,Nuremberg,HOME to Duisburg -> Duisburg to Nuremberg,"Barge45, Train33",Barge,Train,Barge45,51,"160, 90",90,119.22635,21.0,1,52.5,52.5,192.72635,,Duisburg,3.0,18.0
350,HOME,Nuremberg,HOME to Venlo -> Venlo to Nuremberg,"Train24, Train31",Train,Train,Train24,86,"90, 90",90,151.93824999999998,36.0,1,21.5,21.5,209.43824999999998,,Venlo,18.0,18.0
351,HOME,Nuremberg,HOME to Duisburg -> Duisburg to Nuremberg,"Train25, Train33",Train,Train,Train25,27,"90, 90",90,162.41674999999998,36.0,1,86.5,86.5,284.91675,,Duisburg,18.0,18.0
352,HOME,Nuremberg,HOME to Duisburg -> Duisburg to Nuremberg,"Train26, Train33",Train,Train,Train26,75,"90, 90",90,162.41674999999998,36.0,1,38.5,38.5,236.91674999999998,,Duisburg,18.0,18.0
353,Moerdijk,Venlo,Moerdijk to Venlo,Barge47,Barge,Barge,Barge47,95,160,160,9.317,0.0,0,0.0,0.0,9.317,,0,3.0,3.0
354,Moerdijk,Venlo,Moerdijk to Venlo,Train27,Train,Train,Train27,75,90,90,31.4355,0.0,0,0.0,0.0,31.4355,,0,18.0,18.0
355,Moerdijk,Duisburg,Moerdijk to Duisburg,Barge48,Barge,Barge,Barge48,71,160,160,11.1804,0.0,0,0.0,0.0,11.1804,,0,3.0,3.0
356,Moerdijk,Duisburg,Moerdijk to Duisburg,Train28,Train,Train,Train28,77,90,90,41.914,0.0,0,0.0,0.0,41.914,,0,18.0,18.0
357,Moerdijk,Neuss,Moerdijk to Venlo -> Venlo to Neuss,"Barge47, Train29",Barge,Train,Barge47,95,"160, 90",90,25.034750000000003,21.0,1,4.0,4.0,50.03475,,Venlo,3.0,18.0
358,Moerdijk,Neuss,Moerdijk to Duisburg -> Duisburg to Neuss,"Barge48, Barge49",Barge,Barge,Barge48,71,"160, 160",160,13.50965,6.0,1,34.0,34.0,53.50965,,Duisburg,3.0,3.0
359,Moerdijk,Neuss,Moerdijk to Venlo -> Venlo to Neuss,"Train27, Train29",Train,Train,Train27,75,"90, 90",90,47.15325,36.0,1,31.0,31.0,114.15325,,Venlo,18.0,18.0
360,Moerdijk,Neuss,Moerdijk to Duisburg -> Duisburg to Neuss,"Train28, Barge49",Train,Barge,Train28,77,"90, 160",90,44.24325,21.0,1,36.0,36.0,101.24325,,Duisburg,18.0,3.0
361,Moerdijk,Dortmund,Moerdijk to Venlo -> Venlo to Dortmund,"Barge47, Train30",Barge,Train,Barge47,95,"160, 90",90,35.51325,21.0,1,5.0,5.0,61.51325,,Venlo,3.0,18.0
362,Moerdijk,Dortmund,Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge48, Train32",Barge,Train,Barge48,71,"160, 90",90,26.89815,21.0,1,35.0,35.0,82.89815,,Duisburg,3.0,18.0
363,Moerdijk,Dortmund,Moerdijk to Venlo -> Venlo to Dortmund,"Train27, Train30",Train,Train,Train27,75,"90, 90",90,57.63175,36.0,1,32.0,32.0,125.63175,,Venlo,18.0,18.0
364,Moerdijk,Dortmund,Moerdijk to Duisburg -> Duisburg to Dortmund,"Train28, Train32",Train,Train,Train28,77,"90, 90",90,57.631750000000004,36.0,1,37.0,37.0,130.63175,,Duisburg,18.0,18.0
365,Moerdijk,Nuremberg,Moerdijk to Venlo -> Venlo to Nuremberg,"Barge47, Train31",Barge,Train,Barge47,95,"160, 90",90,124.5805,21.0,1,6.0,6.0,151.5805,,Venlo,3.0,18.0
366,Moerdijk,Nuremberg,Moerdijk to Duisburg -> Duisburg to Nuremberg,"Barge48, Train33",Barge,Train,Barge48,71,"160, 90",90,115.9654,21.0,1,36.0,36.0,172.9654,,Duisburg,3.0,18.0
